Identifier,Order,Longitude,Latitude
taitung,1,120.89630126953125,22.248428704383628
taitung,2,120.87432861328125,22.233175265402785
taitung,3,120.86196899414062,22.23063286414865
taitung,4,120.83175659179688,22.247157647897534
taitung,5,120.816650390625,22.26368048235324
taitung,6,120.8001708984375,22.258596740975715
taitung,7,120.79605102539062,22.275118225250555
taitung,8,120.80841064453125,22.273847411104626
taitung,9,120.8056640625,22.284013600962453
taitung,10,120.79055786132812,22.294179051660386
taitung,11,120.77682495117188,22.29672029880995
taitung,12,120.77545166015625,22.30688482518366
taitung,13,120.79605102539062,22.311966810977616
taitung,14,120.794677734375,22.33356318659592
taitung,15,120.77682495117188,22.350075806124863
taitung,16,120.76583862304688,22.348805674066394
taitung,17,120.76446533203125,22.361506473651747
taitung,18,120.75210571289062,22.361506473651747
taitung,19,120.74386596679688,22.37166627950954
taitung,20,120.75897216796875,22.405950148725722
taitung,21,120.7891845703125,22.41483717937219
taitung,22,120.77407836914062,22.449110398886095
taitung,23,120.75210571289062,22.46180203533398
taitung,24,120.75347900390625,22.488450688325404
taitung,25,120.76446533203125,22.49479484975443
taitung,26,120.73699951171875,22.564561413017202
taitung,27,120.750732421875,22.59372606392931
taitung,28,120.75897216796875,22.625419765965866
taitung,29,120.78781127929688,22.668511475851467
taitung,30,120.78781127929688,22.691319257039797
taitung,31,120.83587646484375,22.6951201849657
taitung,32,120.84823608398438,22.716656784346622
taitung,33,120.88119506835938,22.714123242600653
taitung,34,120.8935546875,22.735656852206493
taitung,35,120.8935546875,22.76605146912692
taitung,36,120.90591430664062,22.777447706715897
taitung,37,120.90179443359375,22.807833019769983
taitung,38,120.8660888671875,22.817959952289524
taitung,39,120.8660888671875,22.858460149598937
taitung,40,120.86196899414062,22.878705724951267
taitung,41,120.838623046875,22.882501434370063
taitung,42,120.82763671875,22.90906842800637
taitung,43,120.82626342773438,22.97356659115514
taitung,44,120.860595703125,23.008964269673108
taitung,45,120.86196899414062,23.030451188354466
taitung,46,120.87982177734375,23.034242642076585
taitung,47,120.88119506835938,23.04561636315744
taitung,48,120.86883544921875,23.059516273509306
taitung,49,120.88668823242188,23.09489138501664
taitung,50,120.8880615234375,23.142885569598484
taitung,51,120.87844848632812,23.150462029224087
taitung,52,120.89630126953125,23.164351092602256
taitung,53,120.90316772460938,23.178238715576665
taitung,54,120.91278076171875,23.192124897480852
taitung,55,120.91278076171875,23.240084246841175
taitung,56,120.93887329101562,23.24513159741104
taitung,57,120.96633911132812,23.28171917560002
taitung,58,120.97869873046875,23.28171917560002
taitung,59,121.036376953125,23.29811724195951
taitung,60,121.05972290039062,23.288026363272063
taitung,61,121.07757568359375,23.235036705324674
taitung,62,121.10504150390625,23.223679038929404
taitung,63,121.12838745117188,23.224941049579556
taitung,64,121.14212036132812,23.200960808078566
taitung,65,121.15859985351562,23.198436321779383
taitung,66,121.1627197265625,23.211058276488195
taitung,67,121.17645263671875,23.211058276488195
taitung,68,121.19155883789062,23.198436321779383
taitung,69,121.20254516601562,23.175713800385203
taitung,70,121.21078491210938,23.154250098411843
taitung,71,121.21490478515625,23.141622784689876
taitung,72,121.23138427734375,23.140359987886118
taitung,73,121.2396240234375,23.126468438108684
taitung,74,121.25473022460938,23.13152007723789
taitung,75,121.26846313476562,23.117627611920557
taitung,76,121.26846313476562,23.104996849988808
taitung,77,121.28219604492188,23.10247055501927
taitung,78,121.30416870117188,23.111312379493476
taitung,79,121.3165283203125,23.1087862033374
taitung,80,121.32476806640625,23.12015362169561
taitung,81,121.32476806640625,23.15172473085266
taitung,82,121.32064819335938,23.166876222118244
taitung,83,121.32614135742188,23.180763583129448
taitung,84,121.33712768554688,23.182025999040075
