Index,Identifier,Order,Longitude,Latitude
11,new_taipei,1,121.62620544433594,25.267673263464214
11,new_taipei,2,121.58706665039062,25.293750347951917
11,new_taipei,3,121.57127380371094,25.299958351258493
11,new_taipei,4,121.54930114746094,25.291887884970595
11,new_taipei,5,121.5362548828125,25.298095983647375
11,new_taipei,6,121.52801513671875,25.296233587423433
11,new_taipei,7,121.53076171875,25.288162873186213
11,new_taipei,8,121.51496887207031,25.28630032438623
11,new_taipei,9,121.47789001464844,25.266431357740053
11,new_taipei,10,121.46072387695312,25.247801247499638
11,new_taipei,11,121.4483642578125,25.251527498169047
11,new_taipei,12,121.4373779296875,25.216744715292002
11,new_taipei,13,121.41609191894531,25.19437910178304
11,new_taipei,14,121.40716552734375,25.184437510347376
11,new_taipei,15,121.43463134765625,25.17263081690433
11,new_taipei,16,121.40785217285156,25.16828069419319
11,new_taipei,17,121.3604736328125,25.13471738957224
11,new_taipei,18,121.28562927246094,25.117932276583332
11,new_taipei,19,121.2890625,25.103632028393882
11,new_taipei,20,121.34811401367188,25.081867572556707
11,new_taipei,21,121.34262084960938,25.072538763707744
11,new_taipei,22,121.36253356933594,25.065697185535875
11,new_taipei,23,121.38656616210938,25.063209244186485
11,new_taipei,24,121.38450622558594,25.050146723295246
11,new_taipei,25,121.40235900878906,25.04890260107914
11,new_taipei,26,121.39137268066406,25.042681800625726
11,new_taipei,27,121.40029907226562,25.037082810395646
11,new_taipei,28,121.39686584472656,25.03210571563096
11,new_taipei,29,121.41265869140625,25.019039881306956
11,new_taipei,30,121.38862609863281,25.01468429411853
11,new_taipei,31,121.40304565429688,25.00348350335151
11,new_taipei,32,121.39411926269531,24.996015742094006
11,new_taipei,33,121.387939453125,24.992281691278635
11,new_taipei,34,121.3824462890625,24.995393408169818
11,new_taipei,35,121.38175964355469,24.982323667869966
11,new_taipei,36,121.36802673339844,24.977966779021703
11,new_taipei,37,121.33026123046875,24.9792116201569
11,new_taipei,38,121.33163452148438,24.944351307348732
11,new_taipei,39,121.31790161132812,24.93874783639836
11,new_taipei,40,121.32133483886719,24.926294766395596
11,new_taipei,41,121.33918762207031,24.929408151853398
11,new_taipei,42,121.31996154785156,24.91757686884615
11,new_taipei,43,121.32545471191406,24.90512166048925
11,new_taipei,44,121.32064819335938,24.898270759968156
11,new_taipei,45,121.3275146484375,24.895779429137615
11,new_taipei,46,121.33369445800781,24.89951640652898
11,new_taipei,47,121.35360717773438,24.873355189711855
11,new_taipei,48,121.343994140625,24.86712551196965
11,new_taipei,49,121.35704040527344,24.85092688067188
11,new_taipei,50,121.3494873046875,24.84843459524055
11,new_taipei,51,121.33575439453125,24.849057671305268
11,new_taipei,52,121.33506774902344,24.84282676946321
11,new_taipei,53,121.35360717773438,24.844072974931866
11,new_taipei,54,121.37283325195312,24.83223351635245
11,new_taipei,55,121.39823913574219,24.844072974931866
11,new_taipei,56,121.42501831054688,24.823508980256506
11,new_taipei,57,121.43600463867188,24.81291407452144
11,new_taipei,58,121.43669128417969,24.794838321227864
11,new_taipei,59,121.4483642578125,24.791098181207094
11,new_taipei,60,121.42158508300781,24.764290545070057
11,new_taipei,61,121.43943786621094,24.720637830132034
11,new_taipei,62,121.46141052246094,24.700677200602975
11,new_taipei,63,121.47171020507812,24.695686543297676
11,new_taipei,64,121.48063659667969,24.672602153344847
11,new_taipei,65,121.49505615234375,24.67447401987078
11,new_taipei,66,121.53282165527344,24.688200182518774
11,new_taipei,67,121.54655456542969,24.71128168347837
11,new_taipei,68,121.57608032226562,24.71065791536559
11,new_taipei,69,121.57745361328125,24.72188526321623
11,new_taipei,70,121.58912658691406,24.718142926453133
11,new_taipei,71,121.59736633300781,24.728122241065808
11,new_taipei,72,121.59049987792969,24.75680831119271
11,new_taipei,73,121.59393310546875,24.786734541988878
11,new_taipei,74,121.62551879882812,24.79546166693341
11,new_taipei,75,121.62689208984375,24.809797753364574
11,new_taipei,76,121.68525695800781,24.815407075025966
11,new_taipei,77,121.6900634765625,24.82724814241615
11,new_taipei,78,121.70379638671875,24.839711200889823
11,new_taipei,79,121.73332214355469,24.857780406707583
11,new_taipei,80,121.74842834472656,24.855288259359476
11,new_taipei,81,121.78413391113281,24.873355189711855
11,new_taipei,82,121.78001403808594,24.895779429137615
11,new_taipei,83,121.83975219726562,24.90823558046204
11,new_taipei,84,121.85211181640625,24.928785481052262
11,new_taipei,85,121.83837890625,24.94621907436008
11,new_taipei,86,121.849365234375,24.961160190729043
11,new_taipei,87,121.89537048339844,24.965517674784913
11,new_taipei,88,121.94343566894531,24.986058021167594
11,new_taipei,89,121.96266174316406,24.98792515528449
11,new_taipei,90,121.96540832519531,24.983568464904028
11,new_taipei,91,122.003173828125,25.004105796301832
11,new_taipei,92,122.00523376464844,25.012195317781785
11,new_taipei,93,121.99493408203125,25.019662095434153
11,new_taipei,94,121.99012756347656,25.01281756659558
11,new_taipei,95,121.98532104492188,25.02277311876397
11,new_taipei,96,121.9757080078125,25.025884063244828
11,new_taipei,97,121.94618225097656,25.02090651422749
11,new_taipei,98,121.93382263183594,25.035838555635017
11,new_taipei,99,121.92832946777344,25.065697185535875
11,new_taipei,100,121.91322326660156,25.082489467873547
11,new_taipei,101,121.92146301269531,25.11233672650463
11,new_taipei,102,121.91253662109375,25.11668884314787
11,new_taipei,103,121.92626953125,25.130365915065003
11,new_taipei,104,121.90498352050781,25.121040804823515
11,new_taipei,105,121.86790466308594,25.127257624071476
11,new_taipei,106,121.83151245117188,25.12601428552865
11,new_taipei,107,121.82533264160156,25.122905883812052
11,new_taipei,108,121.81640625,25.12601428552865
11,new_taipei,109,121.82601928710938,25.13471738957224
11,new_taipei,110,121.80816650390625,25.133474126962053
11,new_taipei,111,121.80130004882812,25.139690313438127
11,new_taipei,112,121.805419921875,25.147770882723563
11,new_taipei,113,121.79237365722656,25.147770882723563
11,new_taipei,114,121.77452087402344,25.153986341229828
11,new_taipei,115,121.77520751953125,25.161444473516728
11,new_taipei,116,121.76216125488281,25.16517336866393
11,new_taipei,117,121.75460815429688,25.160201483133374
11,new_taipei,118,121.76216125488281,25.15025710411473
11,new_taipei,119,121.74636840820312,25.137203876821086
11,new_taipei,120,121.75048828125,25.153364809625366
11,new_taipei,121,121.74156188964844,25.15957998319174
11,new_taipei,122,121.71821594238281,25.164551894056714
11,new_taipei,123,121.70722961425781,25.164551894056714
11,new_taipei,124,121.70997619628906,25.178223603738903
11,new_taipei,125,121.69830322265625,25.183194754374412
11,new_taipei,126,121.68937683105469,25.182573371634845
11,new_taipei,127,121.68594360351562,25.19002975536265
11,new_taipei,128,121.7010498046875,25.215502289024062
11,new_taipei,129,121.6790771484375,25.20245604734131
11,new_taipei,130,121.64955139160156,25.21922952976608
11,new_taipei,131,121.65504455566406,25.22978942503438
11,new_taipei,132,121.64680480957031,25.2341373506902
11,new_taipei,133,121.64268493652344,25.228547132003747
11,new_taipei,134,121.6351318359375,25.239106218179423
11,new_taipei,135,121.6351318359375,25.258358660862395
