Identifier,Order,Longitude,Latitude
kaohsiung,1,120.1739501953125,22.914128217769
kaohsiung,2,120.19317626953125,22.921717548269353
kaohsiung,3,120.21926879882812,22.910333393151923
kaohsiung,4,120.23162841796875,22.919187818660465
kaohsiung,5,120.23300170898438,22.90400844940497
kaohsiung,6,120.25634765625,22.893887925815527
kaohsiung,7,120.27969360351562,22.902743425252357
kaohsiung,8,120.3167724609375,22.90021334154798
kaohsiung,9,120.33462524414062,22.888827380892348
kaohsiung,10,120.35385131835938,22.8913576769446
kaohsiung,11,120.37994384765625,22.917922936146045
kaohsiung,12,120.399169921875,22.917922936146045
kaohsiung,13,120.41152954101562,22.91286328803375
kaohsiung,14,120.421142578125,22.92298239536284
kaohsiung,15,120.43899536132812,22.97356659115514
kaohsiung,16,120.45272827148438,22.978623970384913
kaohsiung,17,120.45547485351562,22.99000238153377
kaohsiung,18,120.46371459960938,23.00517210515303
kaohsiung,19,120.47744750976562,23.00517210515303
kaohsiung,20,120.48294067382812,23.016548278956257
kaohsiung,21,120.50765991210938,23.032978836020973
kaohsiung,22,120.52825927734375,23.05319831033747
kaohsiung,23,120.56533813476562,23.079731762449878
kaohsiung,24,120.59967041015625,23.141622784689876
kaohsiung,25,120.63949584960938,23.180763583129448
kaohsiung,26,120.64361572265625,23.204747448136008
kaohsiung,27,120.65460205078125,23.216106724564785
kaohsiung,28,120.65048217773438,23.23125092389779
kaohsiung,29,120.64498901367188,23.25396400134687
kaohsiung,30,120.640869140625,23.270365484942957
kaohsiung,31,120.6463623046875,23.29937854799373
kaohsiung,32,120.65597534179688,23.29307189825664
kaohsiung,33,120.69854736328125,23.28171917560002
kaohsiung,34,120.706787109375,23.306946133072103
kaohsiung,35,120.73013305664062,23.305684898790933
kaohsiung,36,120.74935913085938,23.325863211741158
kaohsiung,37,120.75897216796875,23.34603846087196
kaohsiung,38,120.78231811523438,23.343516722352845
kaohsiung,39,120.8056640625,23.37377442204459
kaohsiung,40,120.82763671875,23.37251382235947
kaohsiung,41,120.8551025390625,23.425448682701454
kaohsiung,42,120.882568359375,23.434269101173967
kaohsiung,43,120.91278076171875,23.459467053339576
kaohsiung,44,120.93338012695312,23.456947474428564
kaohsiung,45,120.9539794921875,23.469544888120055
kaohsiung,46,120.98968505859375,23.472064226579505
kaohsiung,47,121.01303100585938,23.459467053339576
kaohsiung,48,121.0089111328125,23.436789112648597
kaohsiung,49,121.02951049804688,23.424188574886724
kaohsiung,50,121.02401733398438,23.404025217270046
kaohsiung,51,121.00341796875,23.392681978612984
kaohsiung,52,121.00753784179688,23.38133776841261
kaohsiung,53,120.98419189453125,23.368731951387517
kaohsiung,54,120.99105834960938,23.358646434828184
kaohsiung,55,121.01028442382812,23.34603846087196
kaohsiung,56,121.025390625,23.352342597581107
kaohsiung,57,121.02813720703125,23.33973402476286
kaohsiung,58,121.0528564453125,23.324602156920964
kaohsiung,59,121.04324340820312,23.304423652549666
kaohsiung,60,121.025390625,23.296855923968202
kaohsiung,61,120.99105834960938,23.28045770221175
kaohsiung,62,120.970458984375,23.28171917560002
kaohsiung,63,120.9375,23.24513159741104
kaohsiung,64,120.9210205078125,23.241346102386135
kaohsiung,65,120.91140747070312,23.22241701635157
kaohsiung,66,120.90591430664062,23.195911787809496
kaohsiung,67,120.91278076171875,23.180763583129448
kaohsiung,68,120.89767456054688,23.17445132492622
kaohsiung,69,120.89492797851562,23.160563309048314
kaohsiung,70,120.88119506835938,23.15172473085266
kaohsiung,71,120.8880615234375,23.13909717918771
kaohsiung,72,120.88668823242188,23.12015362169561
kaohsiung,73,120.88943481445312,23.09615460971145
kaohsiung,74,120.87020874023438,23.058252704597923
kaohsiung,75,120.882568359375,23.044352663791813
kaohsiung,76,120.87844848632812,23.03550643627977
kaohsiung,77,120.86471557617188,23.02918734674459
kaohsiung,78,120.85922241210938,23.006436171834565
kaohsiung,79,120.82489013671875,22.967244600986852
kaohsiung,80,120.8221435546875,22.94574762338832
kaohsiung,81,120.83381652832031,22.91159834649456
kaohsiung,82,120.82626342773438,22.902110908751055
kaohsiung,83,120.83999633789062,22.879970973215126
kaohsiung,84,120.86402893066406,22.87744046489713
kaohsiung,85,120.85990905761719,22.86162371962419
