6,index,6,ident6,if6,ier,Order,Long6,itude,Lat6,itude
6,ilan,1,121.7724609375,24.313310890631783
6,ilan,2,121.75804138183594,24.311433640826742
6,ilan,3,121.73812866210938,24.32457380585638
6,ilan,4,121.69967651367188,24.33020488822145
6,ilan,5,121.68594360351562,24.33458444595871
6,ilan,6,121.68663024902344,24.340840694392387
6,ilan,7,121.673583984375,24.337712608799038
6,ilan,8,121.66465759277344,24.35335226414775
6,ilan,9,121.65367126464844,24.352726715023977
6,ilan,10,121.64886474609375,24.361484121421316
6,ilan,11,121.65092468261719,24.347722210751872
6,ilan,12,121.64405822753906,24.35397781018016
6,ilan,13,121.63238525390625,24.370240921760704
6,ilan,14,121.62071228027344,24.366488081551143
6,ilan,15,121.62689208984375,24.352101162808907
6,ilan,16,121.6351318359375,24.348347784604407
6,ilan,17,121.63169860839844,24.34146630224078
6,ilan,18,121.63307189941406,24.33270751117905
6,ilan,19,121.62757873535156,24.33270751117905
6,ilan,20,121.62689208984375,24.340840694392387
6,ilan,21,121.61865234375,24.347722210751872
6,ilan,22,121.61590576171875,24.336461352932133
6,ilan,23,121.60835266113281,24.335210084706176
6,ilan,24,121.60491943359375,24.327076540018634
6,ilan,25,121.59736633300781,24.33270751117905
6,ilan,26,121.59599304199219,24.327702215837185
6,ilan,27,121.60835266113281,24.31268514378426
6,ilan,28,121.60560607910156,24.30767905785884
6,ilan,29,121.60011291503906,24.31393663439175
6,ilan,30,121.59393310546875,24.31706530687605
6,ilan,31,121.58706665039062,24.31393663439175
6,ilan,32,121.57608032226562,24.31894247331206
6,ilan,33,121.56784057617188,24.318316754254734
6,ilan,34,121.55754089355469,24.32457380585638
6,ilan,35,121.552734375,24.33208186007361
6,ilan,36,121.54518127441406,24.33896385230644
6,ilan,37,121.53831481933594,24.337086982410497
6,ilan,38,121.52732849121094,24.340215083453835
6,ilan,39,121.52114868164062,24.34396870273136
6,ilan,40,121.51359558105469,24.340215083453835
6,ilan,41,121.50741577148438,24.34396870273136
6,ilan,42,121.49986267089844,24.339589469425167
6,ilan,43,121.47994995117188,24.35147560750258
6,ilan,44,121.45042419433594,24.363986126225182
6,ilan,45,121.4483642578125,24.373368203546093
6,ilan,46,121.44081115722656,24.373368203546093
6,ilan,47,121.43600463867188,24.385251169004736
6,ilan,48,121.38862609863281,24.376495408000043
6,ilan,49,121.38175964355469,24.36836451557345
6,ilan,50,121.37008666992188,24.3721173001113
6,ilan,51,121.365966796875,24.380247951256827
6,ilan,52,121.36802673339844,24.386501942499056
6,ilan,53,121.35841369628906,24.390879552249302
6,ilan,54,121.34330749511719,24.392755624291134
6,ilan,55,121.33781433105469,24.38900345235322
6,ilan,56,121.32682800292969,24.400884947895527
6,ilan,57,121.32614135742188,24.41276532583144
6,ilan,58,121.32682800292969,24.434647305605758
6,ilan,59,121.31858825683594,24.442773931323575
6,ilan,60,121.33026123046875,24.46652567921784
6,ilan,61,121.33781433105469,24.470275545811756
6,ilan,62,121.34468078613281,24.485273895189685
6,ilan,63,121.36184692382812,24.490897815331074
6,ilan,64,121.3714599609375,24.499020811600264
6,ilan,65,121.37283325195312,24.50901762506671
6,ilan,66,121.38381958007812,24.51151670419995
6,ilan,67,121.39205932617188,24.520887808270366
6,ilan,68,121.39961242675781,24.527759506938757
6,ilan,69,121.39755249023438,24.551495208452366
6,ilan,70,121.39755249023438,24.56023880869554
6,ilan,71,121.409912109375,24.57585086389495
6,ilan,72,121.40235900878906,24.594582762359718
6,ilan,73,121.41265869140625,24.602699048058774
6,ilan,74,121.4208984375,24.602699048058774
6,ilan,75,121.42776489257812,24.607069137709683
6,ilan,76,121.44081115722656,24.633910624447953
6,ilan,77,121.45111083984375,24.65138570305278
6,ilan,78,121.44905090332031,24.66137036429467
6,ilan,79,121.4593505859375,24.67447401987078
6,ilan,80,121.46965026855469,24.67322611197499
6,ilan,81,121.48818969726562,24.67322611197499
6,ilan,82,121.49917602539062,24.67634585830232
6,ilan,83,121.51359558105469,24.685080732799115
6,ilan,84,121.52114868164062,24.685080732799115
6,ilan,85,121.53144836425781,24.688824063094287
6,ilan,86,121.53900146484375,24.688824063094287
6,ilan,87,121.53968811035156,24.70005337937338
6,ilan,88,121.54586791992188,24.70753902792815
6,ilan,89,121.55342102050781,24.70753902792815
6,ilan,90,121.563720703125,24.7144004771654
6,ilan,91,121.57264709472656,24.708786592277622
6,ilan,92,121.57882690429688,24.715647972763264
6,ilan,93,121.57676696777344,24.72188526321623
6,ilan,94,121.58638000488281,24.719390384544194
6,ilan,95,121.59805297851562,24.72687487050697
6,ilan,96,121.59324645996094,24.741842491684054
6,ilan,97,121.59599304199219,24.748078468811592
6,ilan,1,121.59530639648438,24.749325626697196
6,ilan,2,121.58843994140625,24.75431413309125
6,ilan,3,121.59324645996094,24.763667042793834
6,ilan,4,121.59873962402344,24.77239578981062
6,ilan,5,121.59187316894531,24.78860469187607
6,ilan,6,121.60629272460938,24.789228068907338
6,ilan,7,121.60972595214844,24.794214972389486
6,ilan,8,121.62002563476562,24.79234490707793
6,ilan,9,121.62551879882812,24.794214972389486
6,ilan,10,121.62826538085938,24.810421023864638
6,ilan,11,121.64543151855469,24.809174479730263
6,ilan,12,121.64749145507812,24.814160581042987
6,ilan,13,121.66122436523438,24.811044291230406
6,ilan,14,121.67221069335938,24.817276792489675
6,ilan,15,121.67701721191406,24.81291407452144
6,ilan,16,121.68800354003906,24.817276792489675
6,ilan,17,121.68937683105469,24.82537857544687
6,ilan,18,121.70036315917969,24.83534927313429
6,ilan,19,121.73194885253906,24.85653433931067
6,ilan,20,121.74362182617188,24.852796061796035
6,ilan,21,121.76971435546875,24.86401055536157
6,ilan,22,121.78550720214844,24.87397814021629
6,ilan,23,121.78207397460938,24.888928010132066
6,ilan,24,121.79168701171875,24.896402266558727
6,ilan,25,121.79512023925781,24.90138485280086
6,ilan,26,121.81365966796875,24.906367237907997
6,ilan,27,121.82052612304688,24.90325327078814
6,ilan,28,121.83631896972656,24.906990021902633
6,ilan,29,121.85417175292969,24.925049390196776
6,ilan,30,121.85245513916016,24.929408151853398
6,ilan,31,121.8490219116211,24.931276145384565
6,ilan,32,121.84696197509766,24.936257323061316
6,ilan,33,121.84078216552734,24.94123829939631
6,ilan,34,121.83940887451172,24.94808681304946
6,ilan,35,121.84696197509766,24.96084893596467
6,ilan,36,121.85382843017578,24.959915166949216
6,ilan,37,121.8600082397461,24.96427269508287
6,ilan,38,121.87030792236328,24.961160190729043
6,ilan,39,121.88404083251953,24.963961448189504
6,ilan,40,121.89811706542969,24.966140159912975
6,ilan,41,121.90258026123047,24.974543400936245
6,ilan,42,121.92249298095703,24.979522828471996
6,ilan,43,121.93862915039062,24.98263486830983
6,ilan,44,121.94927215576172,24.9876139682342
6,ilan,45,121.96025848388672,24.9876139682342
6,ilan,46,121.96678161621094,24.983568464904028
6,ilan,47,121.95476531982422,24.981701264627578
6,ilan,48,121.94171905517578,24.975165840402102
6,ilan,49,121.93485260009766,24.972987288492675
6,ilan,50,121.9259262084961,24.968007596404494
6,ilan,51,121.91802978515625,24.95306731107961
6,ilan,52,121.9039535522461,24.944662603817353
6,ilan,53,121.90361022949219,24.94030438167143
6,ilan,54,121.89605712890625,24.940615688366318
6,ilan,55,121.88644409179688,24.93376675938881
6,ilan,56,121.88610076904297,24.925360735425844
6,ilan,57,121.88369750976562,24.91913368146863
6,ilan,58,121.87889099121094,24.91228355894215
6,ilan,59,121.8655014038086,24.90169625776301
6,ilan,60,121.8600082397461,24.895468009248745
6,ilan,61,121.85108184814453,24.890796616653954
6,ilan,62,121.8442153930664,24.87865016890194
6,ilan,63,121.83597564697266,24.856845857336886
6,ilan,64,121.83013916015625,24.85061534773869
6,ilan,65,121.82430267333984,24.828182915317374
6,ilan,66,121.81915283203125,24.794838321227864
6,ilan,67,121.81743621826172,24.772084059411036
6,ilan,68,121.82018280029297,24.749325626697196
6,ilan,69,121.8277359008789,24.72781039959856
6,ilan,70,121.83563232421875,24.7144004771654
6,ilan,71,121.8387222290039,24.708162811665265
6,ilan,72,121.83597564697266,24.688824063094287
6,ilan,73,121.83940887451172,24.664802407116415
6,ilan,74,121.85073852539062,24.630789817441265
6,ilan,75,121.86481475830078,24.60956626326091
6,ilan,76,121.87236785888672,24.60956626326091
6,ilan,77,121.8768310546875,24.604259811884894
6,ilan,78,121.87923431396484,24.605508408928237
6,ilan,79,121.88472747802734,24.603323355925426
