Index,Identifier,Order,Longitude,Latitude
9,miaoli,1,120.87638854980469,24.735606201766874
9,miaoli,2,120.89973449707031,24.732487939530333
9,miaoli,3,120.90934753417969,24.742466103473312
9,miaoli,4,120.91758728027344,24.72001410890104
9,miaoli,5,120.93132019042969,24.712529210328697
9,miaoli,6,120.94230651855469,24.70691524106633
9,miaoli,7,120.948486328125,24.712529210328697
9,miaoli,8,120.95466613769531,24.704420062373362
9,miaoli,9,120.96221923828125,24.71065791536559
9,miaoli,10,120.97526550292969,24.71065791536559
9,miaoli,11,120.97663879394531,24.702548645547175
9,miaoli,12,120.96633911132812,24.692567280963445
9,miaoli,13,120.96771240234375,24.683209025495717
9,miaoli,14,120.97457885742188,24.685080732799115
9,miaoli,15,120.97869873046875,24.67385006748366
9,miaoli,16,120.99861145019531,24.653257887871963
9,miaoli,17,121.00959777832031,24.65513004461458
9,miaoli,18,121.00822448730469,24.64452078519756
9,miaoli,19,121.02195739746094,24.64140024323405
9,miaoli,20,121.02813720703125,24.633910624447953
9,miaoli,21,121.05354309082031,24.614560364814572
9,miaoli,22,121.06315612792969,24.62267535449334
9,miaoli,23,121.07208251953125,24.613936113025705
9,miaoli,24,121.07757568359375,24.603323355925426
9,miaoli,25,121.08306884765625,24.593334056306457
9,miaoli,26,121.06658935546875,24.559614286039903
9,miaoli,27,121.05697631835938,24.56086332824029
9,miaoli,28,121.08100891113281,24.539627918861232
9,miaoli,29,121.07688903808594,24.525885444592642
9,miaoli,30,121.06796264648438,24.522137235995242
9,miaoli,31,121.07345581054688,24.497146320571886
9,miaoli,32,121.08512878417969,24.502144901210876
9,miaoli,33,121.09474182128906,24.49589664436146
9,miaoli,34,121.11190795898438,24.50464411700212
9,miaoli,35,121.1297607421875,24.50901762506671
9,miaoli,36,121.13594055175781,24.50714328310284
9,miaoli,37,121.14349365234375,24.51214146621763
9,miaoli,38,121.1517333984375,24.50714328310284
9,miaoli,39,121.17095947265625,24.500270456760298
9,miaoli,40,121.17851257324219,24.50901762506671
9,miaoli,41,121.18812561035156,24.505893706264036
9,miaoli,42,121.20254516601562,24.51214146621763
9,miaoli,43,121.21147155761719,24.51276622512897
9,miaoli,44,121.2176513671875,24.515265229709474
9,miaoli,45,121.21971130371094,24.50901762506671
9,miaoli,46,121.22177124023438,24.50339451531758
9,miaoli,47,121.22245788574219,24.495271801598953
9,miaoli,48,121.23550415039062,24.484024101014604
9,miaoli,49,121.2451171875,24.473400349324063
9,miaoli,50,121.24855041503906,24.46652567921784
9,miaoli,51,121.25679016113281,24.46465070404222
9,miaoli,52,121.25747680664062,24.46027565340249
9,miaoli,53,121.26228332519531,24.451525096226558
9,miaoli,54,121.25885009765625,24.437772992870002
9,miaoli,55,121.26022338867188,24.427770520917996
9,miaoli,56,121.24855041503906,24.423394190003158
9,miaoli,57,121.24099731445312,24.41526631558072
9,miaoli,58,121.24237060546875,24.402135566630744
9,miaoli,59,121.23138427734375,24.38900345235322
9,miaoli,60,121.22245788574219,24.38337498555551
9,miaoli,61,121.21009826660156,24.386501942499056
9,miaoli,62,121.20872497558594,24.395257010348654
9,miaoli,63,121.19911193847656,24.398383673275198
9,miaoli,64,121.19499206542969,24.388378079531638
9,miaoli,65,121.17095947265625,24.373368203546093
9,miaoli,66,121.16615295410156,24.361484121421316
9,miaoli,67,121.14555358886719,24.35522889297066
9,miaoli,68,121.13113403320312,24.350224487616444
9,miaoli,69,121.12083435058594,24.32832788856679
9,miaoli,70,121.10572814941406,24.330830548594744
9,miaoli,71,121.09336853027344,24.317691032109384
9,miaoli,72,121.08444213867188,24.31706530687605
9,miaoli,73,121.07826232910156,24.323948114594074
9,miaoli,74,121.07208251953125,24.318316754254734
9,miaoli,75,121.05903625488281,24.31268514378426
9,miaoli,76,121.05079650878906,24.297040469311558
9,miaoli,77,121.03294372558594,24.29766629332888
9,miaoli,78,121.01852416992188,24.308930597863565
9,miaoli,79,121.00204467773438,24.331456205878826
9,miaoli,80,120.9869384765625,24.33020488822145
9,miaoli,81,120.98281860351562,24.335835720364003
9,miaoli,82,120.96977233886719,24.333333159195092
9,miaoli,83,120.95741271972656,24.335835720364003
9,miaoli,84,120.95191955566406,24.339589469425167
9,miaoli,85,120.93544006347656,24.34146630224078
9,miaoli,86,120.91758728027344,24.33458444595871
9,miaoli,87,120.92033386230469,24.308930597863565
9,miaoli,88,120.91964721679688,24.300795367123083
9,miaoli,89,120.90797424316406,24.29391130293591
9,miaoli,90,120.88325500488281,24.295162978743754
9,miaoli,91,120.86402893066406,24.291407914292037
9,miaoli,92,120.84823608398438,24.288278609064264
9,miaoli,93,120.82557678222656,24.292659614785183
9,miaoli,94,120.80429077148438,24.315813847145673
9,miaoli,95,120.77064514160156,24.323322420243212
9,miaoli,96,120.74317932128906,24.33896385230644
9,miaoli,97,120.72257995605469,24.35522889297066
9,miaoli,98,120.70404052734375,24.357105493969723
9,miaoli,99,120.69374084472656,24.367113562651262
9,miaoli,100,120.67451477050781,24.38587655729912
9,miaoli,101,120.6573486328125,24.407137917727663
9,miaoli,102,120.64292907714844,24.41526631558072
9,miaoli,103,120.62576293945312,24.44089860265053
9,miaoli,104,120.65391540527344,24.468400626474875
9,miaoli,105,120.673828125,24.50276970981697
9,miaoli,106,120.69236755371094,24.532132210302738
9,miaoli,107,120.69923400878906,24.557116164309623
9,miaoli,108,120.7122802734375,24.583968363904617
9,miaoli,109,120.72669982910156,24.610814807343612
9,miaoli,110,120.74180603027344,24.60956626326091
9,miaoli,111,120.75691223144531,24.613311858120916
9,miaoli,112,120.76446533203125,24.617057340809524
9,miaoli,113,120.75691223144531,24.625172168430968
9,miaoli,114,120.76309204101562,24.64202435786399
9,miaoli,115,120.78369140625,24.66137036429467
9,miaoli,116,120.80909729003906,24.666362395374456
9,miaoli,117,120.82832336425781,24.669482313373848
9,miaoli,118,120.85784912109375,24.699429555019794
9,miaoli,119,120.86746215820312,24.725627487442114
