Index,Identifier,Order,Longitude,Latitude
4,hsinchu_city,1,120.90728759765625,24.740595258721942
4,hsinchu_city,2,120.89561462402344,24.732487939530333
4,hsinchu_city,3,120.8770751953125,24.734982555573968
4,hsinchu_city,4,120.89836120605469,24.750572772068463
4,hsinchu_city,5,120.90385437011719,24.777383369753395
4,hsinchu_city,6,120.89424133300781,24.75431413309125
4,hsinchu_city,7,120.89012145996094,24.7630435373877
4,hsinchu_city,8,120.89424133300781,24.781747337815766
4,hsinchu_city,9,120.89630126953125,24.78985144280632
4,hsinchu_city,10,120.90179443359375,24.80855120296181
4,hsinchu_city,11,120.91827392578125,24.83846495150099
4,hsinchu_city,12,120.91964721679688,24.854042166854427
4,hsinchu_city,13,120.93818664550781,24.847188433697745
4,hsinchu_city,14,120.93475341796875,24.854042166854427
4,hsinchu_city,15,120.94711303710938,24.840334320878764
4,hsinchu_city,16,120.96084594726562,24.831610355586914
4,hsinchu_city,17,120.97938537597656,24.82911768116273
4,hsinchu_city,18,120.98487854003906,24.832856673981677
4,hsinchu_city,19,120.98968505859375,24.826001767572393
4,hsinchu_city,20,121.00959777832031,24.814783829601804
4,hsinchu_city,21,121.02333068847656,24.797955018426038
4,hsinchu_city,22,121.02951049804688,24.77863023342812
4,hsinchu_city,23,121.03294372558594,24.763667042793834
4,hsinchu_city,24,121.02333068847656,24.756184771361134
4,hsinchu_city,25,121.00204467773438,24.77863023342812
4,hsinchu_city,26,120.99311828613281,24.78299415764991
4,hsinchu_city,27,120.98419189453125,24.775513050757333
4,hsinchu_city,28,120.98899841308594,24.76740800950013
4,hsinchu_city,29,120.9814453125,24.76553754023245
4,hsinchu_city,30,120.97183227539062,24.766161033118525
4,hsinchu_city,31,120.9649658203125,24.75431413309125
4,hsinchu_city,32,120.95672607421875,24.744960519350162
4,hsinchu_city,33,120.94505310058594,24.745584115499053
4,hsinchu_city,34,120.93818664550781,24.725003791220104
4,hsinchu_city,35,120.93681335449219,24.712529210328697
4,hsinchu_city,36,120.92857360839844,24.715024226527024
4,hsinchu_city,37,120.91621398925781,24.718142926453133
4,hsinchu_city,38,120.91072082519531,24.731240612746152
