Identifier,Order,Longitude,Latitude
taoyuan,1,121.33197784423828,25.08622077342399
taoyuan,2,121.32373809814453,25.09275028441199
taoyuan,3,121.30245208740234,25.0967921880346
taoyuan,4,121.300048828125,25.10301024053073
taoyuan,5,121.29764556884766,25.105808261018485
taoyuan,6,121.29249572753906,25.10301024053073
taoyuan,7,121.28768920898438,25.10798445491342
taoyuan,8,121.28150939941406,25.11047148622335
taoyuan,9,121.2832260131836,25.11886484335784
taoyuan,10,121.25885009765625,25.121351653298518
taoyuan,11,121.24683380126953,25.121040804823515
taoyuan,12,121.24065399169922,25.11668884314787
taoyuan,13,121.23138427734375,25.114512804195968
taoyuan,14,121.22486114501953,25.111404109921363
taoyuan,15,121.20220184326172,25.10394292113994
taoyuan,16,121.1737060546875,25.08684264662343
taoyuan,17,121.14898681640625,25.077825175989293
taoyuan,18,121.1129379272461,25.070672916651077
taoyuan,19,121.09439849853516,25.06165425518671
taoyuan,20,121.0748291015625,25.0473474305545
taoyuan,21,121.06521606445312,25.04579224030345
taoyuan,22,121.03912353515625,25.025261880656927
taoyuan,23,121.01646423339844,24.99508224002594
taoyuan,24,121.01371765136719,24.971431156365593
taoyuan,25,120.99346160888672,24.95182220545605
taoyuan,26,120.9869384765625,24.939059147026096
taoyuan,27,120.99140167236328,24.934078082600447
taoyuan,28,120.9982681274414,24.94123829939631
taoyuan,29,121.0085678100586,24.945596488503117
taoyuan,30,121.02195739746094,24.940615688366318
taoyuan,31,121.03019714355469,24.945596488503117
taoyuan,32,121.04598999023438,24.94279481320555
taoyuan,33,121.0586929321289,24.936257323061316
taoyuan,34,121.06040954589844,24.923492652258094
taoyuan,35,121.058349609375,24.906678630298227
taoyuan,36,121.06109619140625,24.90263046793521
taoyuan,37,121.07002258300781,24.90263046793521
taoyuan,38,121.07791900634766,24.8979593463639
taoyuan,39,121.0916519165039,24.894845167114333
taoyuan,40,121.11019134521484,24.89764793197403
taoyuan,41,121.10847473144531,24.886747933454494
taoyuan,42,121.11568450927734,24.882076210995393
taoyuan,43,121.12770080566406,24.879896013383163
taoyuan,44,121.13662719726562,24.87865016890194
taoyuan,45,121.1404037475586,24.88425637013106
taoyuan,46,121.14521026611328,24.88114184530142
taoyuan,47,121.15516662597656,24.880207472540516
taoyuan,48,121.1572265625,24.874912560085058
taoyuan,49,121.16065979003906,24.859649484262647
taoyuan,50,121.15310668945312,24.84469607296012
taoyuan,51,121.16100311279297,24.835660844499753
taoyuan,52,121.17645263671875,24.83223351635245
