Identifier,Order,Longitude,Latitude
Taipei,1,121.56097412109375,25.209600591007142
Taipei,2,121.55410766601562,25.208358091797173
Taipei,3,121.55101776123047,25.20307732865411
Taipei,4,121.5523910522461,25.19841764153051
Taipei,5,121.5475845336914,25.196864372861896
Taipei,6,121.54243469238281,25.193136447225015
Taipei,7,121.5414047241211,25.187544344824484
Taipei,8,121.53556823730469,25.186301620540558
Taipei,9,121.53350830078125,25.182573371634845
Taipei,10,121.52664184570312,25.183505444555927
Taipei,11,121.52114868164062,25.179155709929148
Taipei,12,121.52217864990234,25.17356296586306
Taipei,13,121.51908874511719,25.169523602233916
Taipei,14,121.51325225830078,25.17107721946786
Taipei,15,121.51050567626953,25.168591422391135
Taipei,16,121.50501251220703,25.171698660818183
Taipei,17,121.50432586669922,25.17387368059874
Taipei,18,121.50123596191406,25.172009380305507
Taipei,19,121.50157928466797,25.16828069419319
Taipei,20,121.49883270263672,25.166727041326034
Taipei,21,121.49848937988281,25.163930416282476
Taipei,22,121.4923095703125,25.160201483133374
Taipei,23,121.4871597290039,25.150567878227317
Taipei,24,121.48269653320312,25.151189424078176
Taipei,25,121.48029327392578,25.146838536644157
Taipei,26,121.46381378173828,25.130987563772376
Taipei,27,121.4645004272461,25.12352757048194
Taipei,28,121.45866394042969,25.122284193978963
Taipei,29,121.46209716796875,25.115445397061944
Taipei,30,121.45660400390625,25.109538855410737
Taipei,31,121.46072387695312,25.10332113485747
Taipei,32,121.47205352783203,25.101144857973413
Taipei,33,121.48063659667969,25.100833958114467
Taipei,34,121.49059295654297,25.096170365399765
Taipei,35,121.50192260742188,25.084666076601415
Taipei,36,121.50707244873047,25.071450356379245
Taipei,37,121.5062141418457,25.06087675328628
Taipei,38,121.5062141418457,25.053101462955347
Taipei,39,121.5007209777832,25.045481199886144
Taipei,40,121.49471282958984,25.04299284814388
Taipei,41,121.48698806762695,25.041593128099265
Taipei,42,121.48286819458008,25.036927279240775
Taipei,43,121.4842414855957,25.03132802633444
Taipei,44,121.48801803588867,25.02448414798647
Taipei,45,121.48870468139648,25.021062065689673
Taipei,46,121.48904800415039,25.013906494432717
Taipei,47,121.49127960205078,25.009550725148348
Taipei,48,121.49333953857422,25.009084026419174
Taipei,49,121.49763107299805,25.010328552422724
Taipei,50,121.50243759155273,25.0145287345755
Taipei,51,121.50638580322266,25.019195435134403
Taipei,52,121.50827407836914,25.021373168022677
Taipei,53,121.51067733764648,25.021995370323324
Taipei,54,121.51342391967773,25.02183982004383
Taipei,55,121.5168571472168,25.02075096256822
Taipei,56,121.5201187133789,25.019195435134403
Taipei,57,121.52338027954102,25.014995412613334
Taipei,58,121.52698516845703,25.01048411728644
Taipei,59,121.53162002563477,25.009395159102333
Taipei,60,121.53264999389648,25.005817085661366
Taipei,61,121.53436660766602,25.002083332688198
Taipei,62,121.53230667114258,25.00114987671413
Taipei,63,121.53007507324219,24.999749679455764
Taipei,64,121.5311050415039,24.99352638748893
Taipei,65,121.53179168701172,24.989947851911385
Taipei,66,121.5362548828125,24.993993145318104
Taipei,67,121.53728485107422,24.991348160849107
Taipei,68,121.5362548828125,24.988858711709298
Taipei,69,121.54020309448242,24.987302780396202
Taipei,70,121.54277801513672,24.988391934383046
Taipei,71,121.54449462890625,24.98683599716234
Taipei,72,121.54449462890625,24.98387966219359
Taipei,73,121.54741287231445,24.98325726682686
Taipei,74,121.55118942260742,24.984968846504753
Taipei,75,121.55101776123047,24.987769561857814
Taipei,76,121.55393600463867,24.98465765197177
Taipei,77,121.552734375,24.97936722441288
Taipei,78,121.55393600463867,24.97656631768457
Taipei,79,121.55599594116211,24.975165840402102
Taipei,80,121.55754089355469,24.971897998070443
Taipei,81,121.5608024597168,24.96458394118911
Taipei,82,121.56681060791016,24.96411707173458
Taipei,83,121.57316207885742,24.96427269508287
Taipei,84,121.57522201538086,24.966918261895117
Taipei,85,121.58517837524414,24.964428318234397
Taipei,86,121.5860366821289,24.963027702786622
Taipei,87,121.59135818481445,24.96458394118911
Taipei,88,121.59341812133789,24.963805824447643
Taipei,89,121.59770965576172,24.96007079561038
Taipei,90,121.60371780395508,24.96224957620614
Taipei,91,121.60526275634766,24.963338952041354
Taipei,92,121.60852432250977,24.963338952041354
Taipei,93,121.61333084106445,24.96645140129622
Taipei,94,121.61521911621094,24.966607021692646
Taipei,95,121.61710739135742,24.967696358957273
Taipei,96,121.6189956665039,24.966762641892288
Taipei,97,121.62019729614258,24.96925253832111
Taipei,98,121.61882400512695,24.971275542070334
Taipei,99,121.61624908447266,24.97158677046404
Taipei,100,121.61195755004883,24.97423218002226
Taipei,101,121.6080093383789,24.975010230830904
Taipei,102,121.60491943359375,24.97438779057767
Taipei,103,121.60045623779297,24.977033139902012
Taipei,104,121.59942626953125,24.978900411054305
Taipei,105,121.60079956054688,24.98030084581446
Taipei,106,121.59994125366211,24.986680402357216
Taipei,107,121.60200119018555,24.988080748514275
