專任教師,助教,專任小計,兼任教師,兼任小計,職員,駐衛警,技工工友,編制內小計,約用人員,研究助理,教學助理,編制外小計,
"2,063",114,"2,177","2,116","2,095","1,057",26,233,"1,316",905,"2,572","1,877","5,354",
